xi,xj,LLM_model,prompt_id
"Slowly, she paddled",paddled way shore notice man standing shore man beard wearing,OPT,298
The secret revealed,secret revealed get manicure home secret revealed get manicure home secret revealed get manicure home secret revealed get,Falcon-7B,546
With a taste,taste ' 80s ' 90s ' 00s blast past show aired,Falcon-7B,658
The child laughed,child laughed said know know said mother know know know,BLOOM,365
The bees buzzed,bees buzzed looked faces looked red legs began wobble happened see man bees asked,GPT-2,320
Under the bridge,bridge bridge refer Places neighborhood film film,OPT,617
In the cave,cave heart found treasure memories dreams hopes fears joys sorrows love,Falcon-7B,157
The fog rolled,fog rolled houses time end Hundreds people died scattered country bombing including eyewitness accounts destruction,GPT-2,435
In the office,office have lot meetings have lot meetings have lot meetings ’m ’s ’re company ’s,Falcon-7B,194
The phone rang,phone rang turned headed counter went room knocked door guy hair shirt glasses smoking cigarette people smoking,GPT-2,515
The music peaked,music peaked number released peaked number release album reach period,GPT-2,495
The stars shone,stars shone night moon landing moon shining star sky moon shining star sky moon,OPT,565
In the courtroom,courtroom judge said plaintiff hospital week hospital week hospital week hospital week had,BLOOM,164
The ice crackled,ice crackled sound ice cracking crunching sound ice feet ice looked sun shone ice snow ice,GPT-Neo,450
In the distance,distance watched sun rise caste green shadows saw reflected sun forest sun said trees,GPT-2,169
She added the,added following list member public entitled trial court said plaintiff had right trial plaint,BLOOM,232
"Quietly, he whispered",whispered going get girl going get girl going get girl going get girl going,OPT,223
The rain pattered,rain pattered roof house wind howled trees rain coming sheets wind howling trees rain coming sheets,OPT,532
The drawing completed,drawing completed shows spot held group holds spot sits place Reporting Editing,GPT-2,408
"Carefully, she applied",applied lid checking head squinting oil hit eyes while baby breathing grew point began move belly,GPT-Neo,82
He cracked the,cracked door shut took breath walked went bathroom picked phone voice background said,GPT-2,108
As they watched,watched news incident police stood building asked reporters move attacked women investigation police seen videos video,GPT-2,66
"Quietly, he entered",entered room sitting bed stood moment watching see shoulders shaking knew,Falcon-7B,217
The engine roared,engine roared life Dreamliners touched marking time aircraft used service,OPT,412
In the workshop,workshop set number players server know want play friends play people friends list,OPT,212
"Slowly, he kneaded",kneaded breasts thumbs circling nipples pinched rolled pinched moaned arched pushing breasts hands like asked,Falcon-7B,287
In the distance,distance sound train whistle sound train whistle sound train whistle sound train whistle sound train whistle sound train whistle,Falcon-7B,169
The sauce simmered,sauce simmered hours meat served side rice side broccoli make ',Falcon-7B,544
The audience listened,audience listened earbuds put ears darkened room audience members see stream hear commentary crowd,GPT-Neo,313
The bread baked,bread baked oven like bake like bake like,BLOOM,334
With a waft,air opened mouth speak response thirds minutes repeat mistake sent flying fallen change,GPT-2,661
In the crowd,crowd audience divided groups group students studying classroom group students studying classroom students studying classroom divided,BLOOM,166
He stretched his,stretched arms stretched legs stretched arms stretched legs stretched arms stretched legs stretched arms,OPT,135
The clock chimed,clock chimed time meeting arrived Come come professor chipped edge had get used thing wanted,GPT-Neo,370
He looked back,looked door do do said voice firm man man,Falcon-7B,116
He sat down,sat knees drawn chest hands folded top table smiled bit ones mean,GPT-Neo,128
"Quietly, he entered",entered room sat bay hair tied back belt scarf reached purse pulled notebook lap,GPT-2,217
The door creaked,door creaked explosion leave smashing doing looked crowd going have go,GPT-2,403
The cat purred,cat purred think going kill purr,OPT,359
The mirror reflected,mirror reflected light mirror light reflected mirror reflected mirror mirror reflected light mirror light reflected mirror reflected mirror mirror reflected light mirror,BLOOM,486
As night approached,night approached soldiers vehicles stood said civilian said soldier knew like like member said,GPT-2,13
The timer stopped,timer stopped timer stopped bug bug ',Falcon-7B,582
The kite soared,kite soared air crashed tree dropped ground landed ground causing splashes fire scene caused rush ground,GPT-2,463
As they argued,argued thought law got replies guy had sort background know Billionaires coming thought form,GPT-2,24
In the hallway,hallway bedroom overheard escaped mother entered house evening finished homework went,GPT-Neo,180
"Slowly, she breathed",breathed air scent trees lungs filled scent taste fragrance scent bark imagined back,GPT-Neo,295
The ocean roared,ocean roared sound waves sea filled sound waves sea filled sound waves sea filled sound waves sea filled,BLOOM,503
The waves lapped,waves lapped pavement turning way one road hours hours morning witness noticed man walking street,GPT-2,604
"Slowly, he typed",typed address website find words say,Falcon-7B,293
The coffee steamed,coffee steamed milk part supposed supposed supposed,OPT,375
In the study,study researchers examined people aged participated kind weight loss program weight dropped pounds months researchers found,GPT-2,208
In the field,field semiconductor devices semiconductor device having structure semiconductor chip mounted substrate known semiconductor device semiconductor chip mounted substrate method,OPT,172
The curtain fell,curtain fell agent frenzy part were players remained year looking agent options trying figure,GPT-Neo,387
The scene came,scene came life sun set city direction performed concert season program included world premiere,Falcon-7B,545
The door opened,door opened slipped room closing door look use rest night Want talk,GPT-Neo,404
As spring arrived,spring arrived started get used idea getting walking shoes finding soles boots soaked rain season cause stop,GPT-Neo,18
The water splashed,water splashed floor floor splashed water water splashed floor floor splashed water water splashed floor floor splashed water,BLOOM,600
She performed the,performed song Girl album released performed single ',Falcon-7B,254
As they enchanted,enchanted audience music musicians enchanted audience stories musicians brothers born year city started,Falcon-7B,36
"Carefully, she aimed",aimed head think aiming heart,OPT,81
The alarm blared,alarm blared room went light flashed dial watches ’m fan part said guard,GPT-Neo,306
"Quietly, she wrote",wrote saying thinking wondering take letter hope love look,GPT-Neo,230
She mixed the,mixed ingredients create potato did math hand votes mins mins,GPT-2,252
In the corridor,corridor hotel hotel hotel hotel hotel,Falcon-7B,163
The bird nested,bird nested fell while fell side ground became ran screaming horror dog have claws,GPT-2,327
Turning the page,Turning page location Web add Information set link link page indicate have,GPT-2,616
The fire flickered,fire flickered air illuminating ground buildings ground seemed building burn walls roof torn,GPT-2,422
