xi,xj,LLM_model,prompt_id
In the shelter,"In the shelter, he heard loud banging against the door that the sound of gunfire sent in and out; a man was bleeding and screaming; and the two men he had just met were dead.",GPT-2,202
As they talked,"As they talked about the future, they were all talking about the future of the world. They were all talking about the future of the world. They were all talking about the future of the world.",BLOOM,60
The drawing completed,"The drawing completed by the artist is a bit off. The eyes are too far apart and the nose is too small.
I think it's supposed to be a bit off.",OPT,408
The adventure unfolded,"The adventure unfolded in the 1980s, when the first of the “new” (i.e. post-Soviet) countries of Central and Eastern Europe were opening up to the West.",Falcon-7B,305
With a yawn,"With a yawn, the two men turned to the other side of the room. The man in the
darkness was a man of forty, and his face was very pale.",BLOOM,663
As they cooked,"As they cooked, the water was poured into the pot and the pot was covered with a lid. The lid was removed and the pot was placed in the oven for about 30 minutes.",BLOOM,31
The notes danced,"The notes danced in their hands, and even they looked up to see the boy. He stood, unshaven, not one of his usual, neat clothes, only a gray-headed gray moustache.",GPT-2,502
The smoke rose,"The smoke rose from his cigar, and began to drift upward. It grew thicker. He could feel it growing before him. He was growing toward it, and it was going to reach him.",GPT-Neo,554
As night deepened,"As night deepened, the moon rose, and the stars came out. The air was still and warm, and the night was silent.
The moon was full, and the stars were bright.",Falcon-7B,14
Slowly but surely,"Slowly but surely, the world is becoming a better place.
I'm not sure if you're being sarcastic or not, but I'm glad you think so.",OPT,283
With a laugh,"With a laugh, I ask him why he didn't go against his conscience and fight for what we really need to see – peace, reconciliation, ending violence, rebuilding our economy and security – for him to stay in prison.

""The first",GPT-2,642
The dog barked,"The dog barked at the door.
I think it was the cat.",OPT,397
The crowd cheered,"The crowd cheered as the “Dancing with the Stars” winner was announced.
The crowd cheered as the “Dancing with the Stars” winner was announced.
The crowd cheered as the “Dancing with the Stars” winner",Falcon-7B,382
"Slowly, he walked","Slowly, he walked over to her. ""Hey, I'm here for him...""

""And what do you think?"" he asked, pointing at one of her eyes.",GPT-2,294
The clues led,"The clues led to the discovery of a new type of cancer, the so-called metastatic breast cancer. The metastatic breast cancer is a rare cancer, and it is the most common cancer in women.",BLOOM,373
The incense burned,"The incense burned in the church, and the priest was saying the prayers. The church was full of people, and the priest was saying the prayers. The priest was saying the prayers, and the church was full of people.",Falcon-7B,454
As they tested,"As they tested out a few different hypotheses, I realized that none were working, or even working well.",GPT-2,62
He took a,"He took a deep breath and said, ""I'm going to tell you something that I've never told anyone before.",Falcon-7B,137
She walked away,"She walked away from the room, and the door was closed behind her. She had no idea what had happened, but she knew that she had to go. She had to go to the police. She had to go to the police.",BLOOM,278
The phone rang,"The phone rang.
It was the police.
I was in the middle of a conversation with my mother.
I was in the middle of a conversation with my mother.
I was in the middle of a conversation with my mother.",OPT,515
"Gently, she planted","Gently, she planted a new seed on the table. ""But if you'd like, I have one more thing to teach you."" ""Oh, yes, I'd like to teach you,"" said Harry.",GPT-2,97
The world changed,"The world changed,"" he said. ""A lot of people have gone back and asked whether there's anything we can keep from them in our lives.""

On Tuesday, he told Al Jazeera: ""It's not just about religion.",GPT-2,613
As they talked,"As they talked about the new season, I was thinking about how much I miss the old season. I loved the old season, but I think the new season is just so much better.
I agree.",OPT,60
"Carefully, he soldered","Carefully, he soldered the wires to the circuit board.
He soldered the wires to the circuit board.
The circuit board is soldered to the wires.
The circuit board is soldered to the wires.
The circuit board",Falcon-7B,79
The leaves rustled,"The leaves rustled, and the smoke slowly dissipated, until the leaves are thick and brown.

I started to work, as it was clear I had a lot of extra room to relax and relax, but the stress and the fear was",GPT-2,470
In the attic,"In the attic of Mysków, a village in southern Poland, a man has started to build a huge wooden house.",GPT-Neo,148
The stars shone,"The stars shone brightly in the darkening sky; the clouds rolled majestically in the distant mountains,

It was an exciting world at night that had been my world. My world. My world; my very breath was in it.",GPT-Neo,565
The lion roared,"The lion roared, the elephant trumpeted, the giraffe stretched its neck and the rhino snorted.
The animals were on display at the 2013 National Zoo and Conservation Biology Institute’s annual Zoobilation, a fundraiser for the zoo",Falcon-7B,479
In the stadium,"In the stadium, the fans were happy and cheered the team.",BLOOM,206
He stepped back,"He stepped back, his eyes wide. ""You're not going to tell me to go away, are you?""
""No, I'm not going to tell you to go away.",Falcon-7B,132
The rain poured,"The rain poured down from the sky and flooded my windows. The sky was a beautiful pink. I had no idea anyone was there, but I was getting ready to take off my clothes and go out.",GPT-2,533
"Quietly, she crept","Quietly, she crept into the room, and
looked at the clock. It was ten o’clock. She had not been in the house
long, and she had not been in the kitchen for a long time.",BLOOM,224
"Suddenly, a loud","Suddenly, a loud crash of thunder and lightning struck the
ground. The whole town was in a panic. The whole town was in a
tremendous panic. The whole town was in a panic.",BLOOM,303
