xi,xj,LLM_model,prompt_id
"Quietly, he entered",room sat bay hair tied back belt scarf reached purse pulled notebook lap,GPT-2,217
The door creaked,explosion leave smashing doing looked crowd going have go,GPT-2,403
The cat purred,think going kill purr,OPT,359
The mirror reflected,light mirror light reflected mirror reflected mirror light mirror light reflected mirror reflected mirror light mirror,BLOOM,486
As night approached,soldiers vehicles stood said civilian said soldier knew like like member said,GPT-2,13
The timer stopped,bug bug ',Falcon-7B,582
The kite soared,air crashed tree dropped ground landed ground causing splashes fire scene caused rush ground,GPT-2,463
As they argued,thought law got replies guy had sort background know Billionaires coming thought form,GPT-2,24
In the hallway,bedroom overheard escaped mother entered house evening finished homework went,GPT-Neo,180
"Slowly, she breathed",air scent trees lungs filled scent taste fragrance scent bark imagined back,GPT-Neo,295
The ocean roared,sound waves sea filled sound waves sea filled sound waves sea filled sound waves sea filled,BLOOM,503
The waves lapped,pavement turning way one road hours hours morning witness noticed man walking street,GPT-2,604
"Slowly, he typed",address website find words say,Falcon-7B,293
The coffee steamed,milk part supposed supposed supposed,OPT,375
In the study,researchers examined people aged participated kind weight loss program weight dropped pounds months researchers found,GPT-2,208
In the field,semiconductor devices semiconductor device having structure semiconductor chip mounted substrate known semiconductor device semiconductor chip mounted substrate method,OPT,172
The curtain fell,agent frenzy part were players remained year looking agent options trying figure,GPT-Neo,387
The scene came,life sun set city direction performed concert season program included world premiere,Falcon-7B,545
The door opened,slipped room closing door look use rest night Want talk,GPT-Neo,404
As spring arrived,started get used idea getting walking shoes finding soles boots soaked rain season cause stop,GPT-Neo,18
The water splashed,floor floor splashed water floor floor splashed water floor floor splashed water,BLOOM,600
She performed the,song Girl album released performed single ',Falcon-7B,254
As they enchanted,audience music musicians enchanted audience stories musicians brothers born year city started,Falcon-7B,36
"Carefully, she aimed",head think aiming heart,OPT,81
The alarm blared,room went light flashed dial watches ’m fan part said guard,GPT-Neo,306
"Quietly, she wrote",saying thinking wondering take letter hope love look,GPT-Neo,230
She mixed the,ingredients create potato did math hand votes mins mins,GPT-2,252
In the corridor,hotel hotel hotel hotel hotel,Falcon-7B,163
The bird nested,fell while fell side ground became ran screaming horror dog have claws,GPT-2,327
Turning the page,location Web add Information set link link page indicate have,GPT-2,616
The fire flickered,air illuminating ground buildings ground seemed building burn walls roof torn,GPT-2,422
The sun set,ocean waves rolled sound waves breaking shore night sat looking view city,GPT-Neo,574
He stretched his,arms pulled chest baby wrapped arms waist held,Falcon-7B,135
The night echoed,sound drums drums beating distance sound getting drums beating distance sound getting drums beating distance,Falcon-7B,500
The bell chimed,call people prayers help neighbours name let man put line prayer end said thanks,GPT-Neo,321
As twilight fell,sun shining moon glowing stars shining earth shining sea shining mountains shining earth,BLOOM,68
The phone rang,police middle conversation mother middle conversation mother middle conversation mother,OPT,515
The grass swayed,wind wind wind wind wind wind,OPT,444
The music played,soundline way done point let artists create played want create share experience did,GPT-2,496
"Quietly, she hummed",tune heard village song girl kidnapped band thieves girl rescued prince fallen love,Falcon-7B,226
As they deciphered,code found message said robot robot robot,OPT,34
The moon glowed,darkening sky pair eyes stared belonged woman hair tucked ear wore leather pantsuit belt had,GPT-Neo,489
The baby laughed,end think going let get laugh,OPT,317
He sculpted the,statue bronze relief have decision bronze workers paid made contract paid fixed salary wage,GPT-Neo,129
The map unfolded,fact seemed designed genius design believe made,GPT-Neo,483
"Slowly, she walked",room girl gone,BLOOM,300
He searched for,found box box stone tablet inscribed word _,GPT-Neo,130
The kite rose,twisting turning wind blur colors painting sailboat kite sailed sky sun rose,GPT-Neo,462
As they danced,girls laughing dancing girls laughing dancing girls laughing dancing girls laughing dancing girls laughing dancing girls laughing,BLOOM,33
The rain poured,air people rushed building sword stood heads arms head,GPT-2,533
In the network,appeared photo photo published website company photo shows back smartphone made style,Falcon-7B,193
The fog lifted,sun came sun came sun came sun came sun came,Falcon-7B,434
She stepped forward,placed hand chest took step hand closed fist believe did,GPT-Neo,272
The toppings added,bit realism show added action seen way villains saw handled characters fighting tried create,GPT-2,583
The engine roared,life car lurched going have get car said afford keep one,Falcon-7B,412
The letter arrived,mail day wedding have have have have,BLOOM,473
As they ran,men stopped police officer officer asked man leave scene man said police officer asked man leave scene man said,BLOOM,52
"Slowly, he breathed",trying get air lungs trying get air lungs trying get air lungs trying,OPT,284
In the study,colleagues showed combination dopamine releasing peptide receptor agonist delivered virus caused allosensitization cross - reactivity,GPT-Neo,208
As the wind,speed wind direction wind direction day wind direction wind direction day wind direction wind direction,BLOOM,21
As they ran,slope moment turned face run had admit thing had,GPT-Neo,52
The boat rocked,wind blew wind blowing direction boat boat rocked wind blew wind blowing direction boat boat rocked,BLOOM,330
He looked around,took bottle taking drink kitchen sample said partner sat kitchen head bowed side,GPT-2,114
With a gallop,gallop gallop turn turn whistle ball whistle whistle whistle,GPT-2,636
As night fell,day search win lost matches pressure mounting coach U,Falcon-7B,15
The leaves rustled,gust wind buffeted forest rustled answer curtain pulled closed wind faded moment curtain lowered,GPT-Neo,470
The leaves drifted,tree tree tree tree tree,OPT,467
The horse neighed,horse ran horse ran horse ran horse ran horse ran horse ran horse ran horse ran horse ran,BLOOM,448
As night fell,day search win lost matches pressure mounting coach U,Falcon-7B,15
The storm raged,hours wind windshields cars blown windshields cars blown windshields cars blown,BLOOM,569
As they baked,cake cake baked going assume saying,OPT,25
The wind howled,pitch stood wind beat crushing find friends home man said girl father leaning,GPT-2,610
The weights clanked,door slammed door slammed door slammed door slammed door slammed door slammed,OPT,605
The tea steamed,men drank man beard waiting ends tragedy men said friends time put,GPT-Neo,579
The muscles warmed,blood flow brain increased,OPT,494
The door opened,man entered dressed suit face man had figure,BLOOM,404
He remembered when,came came got test ambassador said look said remember,GPT-2,126
The query returned,result contained following data statement contains query argument list comment describing expression type type signature table declaration containing fields type declarations,GPT-2,526
In the library,trying build module implements methods calls work needed way do overhead library used function mapping define interfaces,GPT-2,184
In the backyard,house middle night man woman having sex man wearing t shirt jeans woman wearing t shirt jeans man,OPT,149
